"c","t","v","h","l","o"
1.0057519,1580886000,6034.69901077,1.0102039,1.0056,1.0072759
1.007556,1580889600,5310.65516495,1.00999997,1.00512,1.0080966
1.0054878,1580893200,5821.1771198,1.00891,1.00513,1.0085516
1.0045632,1580896800,7738.99102802,1.008869,1.00232221,1.0061784
1.0031735,1580900400,5614.02659239,1.00720735,1.0029366,1.0056517
1.0031373,1580904000,6410.71209899,1.00709357,1.002,1.0042299
1.0020136,1580907600,6006.10243765,1.00649997,1.0020136,1.0054386
1.005149,1580911200,5546.85762981,1.0061113,1.00179949,1.0021498
1.0018951,1580914800,5853.268674,1.0060868,1.00150001,1.0058696
1.0037832,1580918400,7490.8304356,1.00536289,1.0015,1.0040275
1.0012928,1580922000,7846.87725412,1.00536255,1.0006,1.0020019
1.0022,1580925600,6498.96289787,1.00536289,1.0002,1.002388
1.0026267,1580929200,5728.67054828,1.00499,1.0008053,1.0038979
1.0028,1580932800,8264.46911381,1.0047655,1.0003,1.001001
1.0020737,1580936400,13644.88580189,1.00443953,1,1.0028
1.0014011,1580940000,7144.32746247,1.0038393,0.99946439,1.0015999
1.0011662,1580943600,5646.01521249,1.0022672,0.99877,1.0007439
1.0010655,1580947200,5490.95565716,1.0026512,0.99877001,1.0017783
0.99988937,1580950800,5414.52148608,1.0016902,0.99882718,0.99923382
0.99935419,1580954400,5390.19,1.002526,0.99892766,0.99899445
1.00006,1580958000,6691.93691979,1.002379,0.99877001,0.99966713
1.0028305,1580961600,10597.54619146,1.00899999,0.99877,1.000101
1.0007073,1580965200,8739.93203439,1.0049596,0.99877,1.00156187
0.99987235,1580968800,9553.39232295,1.0035094,0.99634273,1.0003512
0.99996174,1580972400,9744.82197919,1.0099643,0.9961,0.999519
0.9965,1580976000,2175.25112856,1.00485869,0.9965,0.99700002
0.99866332,1580979600,3883.61227274,1.002479,0.99745927,0.99745927
0.99827548,1580983200,11099.31140714,1.0021831,0.9965,0.9995725
0.99736466,1580986800,5926.07706716,1.001751,0.9965,0.99751201
0.99689484,1580990400,8527.92462444,1.00224119,0.9961,0.99892582
1.0001841,1580994000,12463.22706059,1.005481,0.9961,0.9969184
0.9987221,1580997600,8884.3477216,1.00329275,0.9961,1.0011137
0.99821564,1581001200,5995.54431826,1.0008716,0.997,0.99990513
0.99788128,1581004800,5918.51147879,1.00079584,0.99722334,0.99921116
0.99870518,1581008400,5782.09271528,1.00078887,0.997,0.9977023
0.99966425,1581012000,5848.29208319,1.00078887,0.99680006,0.99813279
0.99958047,1581015600,5368.67231221,1.0003,0.99740506,0.99844539
0.99924987,1581019200,6114.87385992,1.00029975,0.99780002,0.9992122
0.99964732,1581022800,5470.74583012,1.00078888,0.99780002,0.99909561
0.99934061,1581026400,5301.88643011,1.00078888,0.9978067,0.99923083
0.99932438,1581030000,5675.45515974,1.00078887,0.9978,0.99833899
0.99990311,1581033600,5892.97603606,1.0004565,0.99681,0.99920932
0.9972957,1581037200,8019.88917242,1.0001617,0.9965,0.99727445
0.99790716,1581040800,15402.33129571,1.0002056,0.996,0.99854631
0.99938339,1581044400,5433.09185045,1.00026025,0.996,0.99689455
0.99866831,1581048000,6572.85220886,1.000309,0.996,0.99906158
0.99803802,1581051600,5525.63295241,1.00079584,0.996,0.99815535
0.99876175,1581055200,7645.18993719,1.00449991,0.9961,0.99893877
0.99873603,1581058800,5693.0143092,1.0017914,0.99723994,0.9988586
0.99976908,1581062400,8808.68730401,1.00039978,0.9961002,0.99833596
0.99787395,1581066000,5468.2481212,1.00049999,0.99682197,0.9991583
1.0005,1581069600,7467.1054576,1.0005,0.996,0.99911154
1.0003983,1581073200,5653.93913698,1.00039832,0.9968,0.9998407
1.0003015,1581076800,8954.22791646,1.00405032,0.9969,1.00039832
1.0020704,1581080400,6461.30488514,1.0032396,1,1.000909
1.0020839,1581084000,9083.30070164,1.00399999,1,1.0015774
1.0017063,1581087600,6138.33743252,1.0033442,0.99891598,1.002519
0.9992061,1581091200,5191.42509953,1.002674,0.99864968,1.0019586
0.9990855,1581094800,5409.67831093,1.0018714,0.99830262,1.0018714
0.99953733,1581098400,5559.65049395,1.00384637,0.99852479,0.99967196
1.0005802,1581102000,5378.83085849,1.00384455,0.99830262,0.99906332
1.0015047,1581105600,5512.88992867,1.00384455,0.99921516,1.001068
1.0021131,1581109200,5320.82339784,1.0027,1.0001471,1.0003103
1.0029091,1581112800,8809.31605871,1.00453069,0.999,1.0019257
1.0000796,1581116400,8430.41199777,1.0043087,0.997,1.0023589
0.99978198,1581120000,5368.62744393,1.003816,0.99735572,0.99853
1.0007218,1581123600,5328.639,1.0032662,0.99859406,0.99917019
1.0028843,1581127200,5302.512,1.0031762,0.99944469,1.0024292
1.00286356,1581130800,5689.95614778,1.00381599,0.99964496,1.0032906
1.0009594,1581134400,6171.27953918,1.00381599,1.0009594,1.00240002
1.0010644,1581138000,6549.70724163,1.0032948,0.99710619,1.0009618
0.99796364,1581141600,6850.93748119,1.0026943,0.99682438,1.0008666
0.99928299,1581145200,6543.72780995,1.00149831,0.9968,0.99949371
0.9981624,1581148800,14646.28856905,0.99982502,0.99635664,0.999
0.99904953,1581152400,5958.38900511,1.00094944,0.9965,0.99693159
0.99983578,1581156000,10427.73763524,1.00094944,0.996,0.99889833
0.99890448,1581159600,6171.48079359,1.00068489,0.997,0.99832496
1.0005716,1581163200,7059.59084264,1.00147931,0.99612532,0.99908235
0.99695819,1581166800,8155.19853578,1.00215049,0.9961253,1.00147823
0.99926097,1581170400,8416.08466646,1.003,0.9961253,0.99715359
0.99899636,1581174000,5557.8941478,1.00178211,0.99756976,0.99818981
0.99774075,1581177600,5295.65903471,1.00150446,0.99738049,0.99920896
0.99903497,1581181200,5639.3145607,1.00150446,0.99738049,0.99864296
1.0021707,1581184800,10931.99018888,1.00310075,0.9961253,0.99833173
1.0004638,1581188400,5468.570483,1.0021518,0.99664625,1.0004049
0.99760123,1581192000,5705.00930552,1.00256604,0.997,1.0002615
0.99998178,1581195600,5811.64352116,1.00070143,0.9961253,0.99763206
0.99931811,1581199200,5258.63082296,1.00064151,0.99623027,0.99763845
0.99902424,1581202800,5658.73924646,1.00147658,0.99744996,0.99928379
0.99860257,1581206400,5560.65277795,1.0011219,0.99623029,1.0000917
0.99749066,1581210000,5334.56730064,1.000237,0.99661743,0.99875231
0.99837938,1581213600,5804.36395121,1.00086163,0.99612532,0.9994343
1.0024316,1581217200,8042.48820267,1.00489999,0.99809843,0.99913608
0.99967612,1581220800,6947.93769166,1.0052458,0.99853945,1.0032821
0.99782907,1581224400,5967.25663936,1.00476899,0.99782907,1.0034361
0.99757739,1581228000,6415.32866296,1.00310125,0.997001,0.99782907
0.99970087,1581231600,6376.40904999,1.0020513,0.9970012,0.99865043
1.0004435,1581235200,5368.34506126,1.00200432,0.99838337,1.0010384
1.0018,1581238800,6730.73941187,1.003,1,1.0008476
1.0012537,1581242400,8051.553463,1.0035779,1.0010125,1.0014616
1.0021489,1581246000,5489.35528996,1.00357789,0.99992867,1.0013965
1.0031751,1581249600,5606.32043973,1.0034384,1.001,1.0019943
1.003574,1581253200,7579.64679539,1.004,1.0012539,1.0021661
1.0046517,1581256800,6496.8149539,1.0052458,0.99996601,1.0034498
1.0030995,1581260400,8139.411156,1.00572289,0.99993305,1.003
1.0009514,1581264000,7519.13542958,1.00520449,1,1.001092
1.0008145,1581267600,6092.77467654,1.0052045,1,1.0024289
1.0003329,1581271200,8262.68713388,1.0036571,1.0003086,1.0007625
1.0002078,1581274800,5829.31385666,1.00049,1,1.000416
1.0016044,1581278400,6724.54129957,1.00343298,1,1.0003883
1.0015549,1581282000,6694.66810081,1.0052026,1,1.0009952
0.999,1581285600,7003.29018186,1.0035581,0.99800101,1.0030768
1.0020785,1581289200,7082.06619926,1.0020785,0.9971,0.99924918
0.9982516,1581292800,5814.972347,1.0020365,0.9971001,0.99884906
0.9985389,1581296400,5994.11942993,1.00271957,0.9971001,1.0014869
1.0013583,1581300000,5297.769,1.0014965,0.99798839,0.99936726
1.0012698,1581303600,5237.48179266,1.0015855,0.99791622,1.0004949
1.0004661,1581307200,5472.10878389,1.00271954,0.9997,1.0014311
1.000787,1581310800,6126.60943018,1.00399999,0.9998,1.000817
0.99987394,1581314400,5522.16212708,1.00144789,0.997167,1.000217
0.99975743,1581318000,6533.94571707,1.0012458,0.9971001,0.99962439
1.001,1581321600,7404.20436382,1.0034567,0.9971001,0.99859677
0.99982795,1581325200,6467.24969897,1.00321869,0.9975,1.0010881
0.99966989,1581328800,8444.64778308,1.0020747,0.9972,0.999
0.99855834,1581332400,8583.90795002,1.00249943,0.9971001,0.99892164
1.0000285,1581336000,7238.23061173,1.0024,0.99710012,0.99911272
1.0001062,1581339600,11699.80850544,1.00239889,0.9971001,0.99904212
0.99964221,1581343200,9396.71774084,1.0024,0.9965,0.99997905
0.99816119,1581346800,5728.82384315,1.00239999,0.9965,0.9969307
1.0017005,1581350400,6497.60144537,1.0018665,0.99713999,0.99961829
1.0005387,1581354000,4804.52662097,1.00232678,0.99825072,1.0017005
1.0012379,1581357600,5584.58113262,1.00232678,0.99880575,0.99980032
1.0003542,1581361200,5644.93931168,1.00232677,0.998,1.0009566
0.99993308,1581364800,5281.18507959,1.00239999,0.99800005,0.99960275
0.99946497,1581368400,8111.016352,1.0015675,0.9975979,0.9996337
0.99793831,1581372000,5302.81712185,1.0016502,0.99734541,0.99892016
0.99851824,1581375600,6263.30534746,1.0010222,0.99751408,0.99754417
0.99904088,1581379200,5269.42929494,1.0018064,0.9976911,0.99808513
0.99837109,1581382800,5445.67190994,1.0021,0.99777782,0.99939868
1.001542,1581386400,5243.99768894,1.0015727,0.99809422,1.0008031
1.0002718,1581390000,5277.591,1.0016267,0.99809388,1.0015505
1.0006887,1581393600,5466.68217418,1.0021,0.9992662,1.0005105
0.99977838,1581397200,5499.1776587,1.00209999,0.99806054,0.99923062
0.99968094,1581400800,5208.76207741,1.00209877,0.9983099,0.99930162
1.0021664,1581404400,7953.43211126,1.002184,0.99818104,0.99862794
1.00159704,1581408000,5554.89769389,1.0022024,0.99800101,1.0019517
0.99917203,1581411600,5538.9023622,1.00189731,0.99800103,0.99969709
1.0003691,1581415200,6756.79284077,1.00163617,0.998,0.9991212
1.0004633,1581418800,7355.20725792,1.0015898,0.9981001,1.0007065
0.99851413,1581422400,10560.73479139,1.0015941,0.99736448,1.0005986
0.99983881,1581426000,5637.61391101,1.00117165,0.99777532,0.99848891
1.001688,1581429600,5845.80192528,1.00239894,0.99700103,0.99979479
1.0007682,1581433200,8989.11713925,1.00239893,0.9961,1.0021511
1.0005267,1581436800,8505.39944001,1.0022671,0.9961,1.0005274
0.99891126,1581440400,7466.8792002,1.0023989,0.9963,0.99929119
0.99862411,1581444000,11263.04665603,1.00186337,0.99739498,0.99880358
1.0006595,1581447600,6778.47460057,1.00299999,0.99749284,0.99904639
0.99971479,1581451200,6165.8670864,1.00254917,0.9975128,1.0017519
1.0000262,1581454800,6199.22204007,1.00255579,0.99800002,0.99954916
1.0015818,1581458400,5549.26264966,1.00239961,0.99800002,0.99877604
1.0015637,1581462000,5671.27736038,1.00240371,0.99851141,1
0.99696748,1581465600,12340.00039274,1.0020578,0.9964,0.99851912
1.00160095,1581469200,8573.20961845,1.0016058,0.9970529,0.99907188
0.99953426,1581472800,5612.86771424,1.00160497,0.99640998,1.000644
0.99942668,1581476400,5445.765935,1.0010156,0.99704243,0.99980657
0.99762915,1581480000,5733.74671786,1.00151743,0.9964,0.99715422
0.99883533,1581483600,5804.02369037,1.0005572,0.99681165,0.9979601
0.99995661,1581487200,5788.28364032,1.00209999,0.99783684,0.99900641
1.0004079,1581490800,5784.35748923,1.0022,0.9982,1.0006067
0.99650328,1581494400,8870.73303479,1.00321869,0.99650306,1.0006296
0.9987983,1581498000,5410.36825903,1.00100015,0.99650306,0.9965039
0.99752505,1581501600,6973.93218316,1.0004872,0.9965,0.99762439
1.0004072,1581505200,6064.47778574,1.00100014,0.99650012,0.99816027
1.000983,1581508800,8465.67395971,1.00189951,0.9967,1.0000587
1.0001295,1581512400,6586.40894778,1.00193427,0.9977,1.0010176
0.99977952,1581516000,5589.25115711,1.00147844,0.9977,1.0010276
1.0002648,1581519600,7499.59939251,1.0029807,0.9977,0.99975603
1.0003024,1581523200,10718.94869022,1.0022462,0.9977,0.99984806
1.000594,1581526800,6193.48173317,1.00146613,0.9977,1.0003203
0.998,1581530400,6408.85685327,1.00142808,0.9977,0.99848317
0.99902896,1581534000,6529.56323763,1.00095711,0.9977,0.99857005
0.99831675,1581537600,6643.29979719,1,0.99783156,0.99864728
1.0000961,1581541200,7786.53584259,1.00327183,0.9977,0.9985
0.99996497,1581544800,5775.46086177,1.00309559,0.99770002,1.0002567
1.001142,1581548400,6392.79609804,1.00309603,0.99724208,1.0005367
0.99890903,1581552000,5749.35517713,1.0025,0.99724208,1.0010529
0.99821497,1581555600,5742.3452059,1.0017335,0.99724208,0.99800518
0.99849257,1581559200,6619.40018598,1.00124855,0.99724208,0.99786392
0.99949234,1581562800,6478.03603511,1.00393922,0.99782832,0.99923755
1.0013298,1581566400,7362.02017979,1.0045307,0.99833327,0.99955253
1.0032101,1581570000,8621.05531803,1.00699999,0.99877226,1.0014004
1.0015212,1581573600,7276.09488223,1.00399998,0.99888888,1.0020769
1.0026355,1581577200,6529.01042603,1.00399999,1.00010021,1.0010978
0.99885722,1581580800,11501.75850287,1.00643238,0.99786074,1.00105845
0.9982,1581584400,9139.12005266,1.002931,0.99723526,1.0012481
1.0005936,1581588000,10852.91375139,1.0027,0.99678261,1.0014213
0.99793658,1581591600,5385.96184475,1.00199998,0.9968,0.99868927
0.99976959,1581595200,5372.78206548,1.0012083,0.99681,0.99681
1.00177392,1581598800,6280.13445617,1.00177392,0.997,0.99946094
0.99825767,1581602400,6056.37698665,1.00199998,0.997,1.00199997
0.99841568,1581606000,6679.76298917,1.0011982,0.99700002,0.99700002
0.99971275,1581609600,5250.24163063,1.0027,0.99705059,0.99705059
1.0000801,1581613200,6055.58282682,1.00245434,0.99900002,0.9994486
1.0015851,1581616800,12757.76612195,1.00345656,0.99900003,1.0013085
0.99893611,1581620400,8402.17525695,1.0018643,0.99700003,1.0008578
1.0007462,1581624000,5323.47402927,1.00177392,0.99751986,1.0013457
1.00072398,1581627600,5326.64481542,1.00249999,0.99807429,0.99807429
0.99851622,1581631200,5690.45807532,1.00249987,0.99830528,1.002
0.9991961,1581634800,5426.676911,1.0011306,0.99758876,0.99842689
1.0007859,1581638400,5141.78893462,1.0019341,0.9970535,0.99928398
0.99900607,1581642000,6434.30130967,1.0025,0.9970004,0.99735385
0.99875357,1581645600,5279.41043983,1.0008288,0.99750002,0.9981375
1.0018195,1581649200,6557.89274957,1.00269988,0.9970004,0.99781082
1.0003724,1581652800,8758.12697862,1.0021247,0.99700004,0.9970004
1.0004366,1581656400,5420.2380998,1.001542,0.99700004,1.0002138
0.99905709,1581660000,5688.73688896,1.00199999,0.99796089,0.99864357
1.0008,1581663600,5594.2341954,1.0018571,0.998,0.99864855
0.99850483,1581667200,13165.79748433,1.00198999,0.9972,1.0001
0.99874743,1581670800,6687.57472728,1.0001,0.9972,0.99791901
0.99822858,1581674400,18149.14220339,1.00099479,0.99610711,0.99981779
0.9987478,1581678000,7100.4901793,1.00027106,0.99600232,0.99738832
0.99981922,1581681600,6001.22952347,0.99981922,0.99600011,0.99970632
1.0004371,1581685200,8224.98586756,1.0013565,0.998,1
0.99780118,1581688800,11142.64458178,1.0003991,0.996002,1.0003629
1,1581692400,6126.47585932,1.0002238,0.996002,0.99659044
0.99881937,1581696000,8346.17569701,1.0014186,0.99620914,1.0000823
0.99863782,1581699600,5802.41872986,0.99998012,0.99600001,0.99669116
0.99829698,1581703200,6843.18826126,1.0018,0.99600001,0.99879191
0.99999676,1581706800,5758.20466819,1.00179999,0.99600001,0.99774685
0.99808343,1581710400,5599.59039829,1.00161229,0.9964845,1.000209
1.0005762,1581714000,5967.30323587,1.00173815,0.99665388,0.99763873
0.9988999,1581717600,5371.95079793,1.00173813,0.9968,0.99956056
0.99919964,1581721200,5261.53528655,1.0009264,0.99720057,0.99939876
0.99825028,1581724800,6226.87079077,1.00106812,0.99600001,0.99830116
1.0007323,1581728400,8213.94718224,1.0017,0.99600001,0.99978102
1.00165163,1581732000,5566.33587754,1.0016944,0.99660946,0.9972715
1.0001195,1581735600,5408.79973782,1.001718,0.99667826,0.99933444
0.99895179,1581739200,5274.68140708,1.0012847,0.99600137,1.0012847
0.99827989,1581742800,5438.78760874,1.000315,0.99600016,0.99773616
0.99821684,1581746400,5116.11942194,1.0006,0.9965,0.9993223
1.000208,1581750000,5591.1557647,1.000208,0.99600016,0.99860812
1.0002145,1581753600,5559.57128068,1.00088811,0.99750002,0.99909117
0.99933031,1581757200,6416.83894137,1.0006121,0.99705195,0.99944322
1.0007008,1581760800,5510.80883177,1.0008881,0.99681178,1.0003605
1.0003457,1581764400,6483.3496433,1.000764,0.9993028,1.0005968
1.0000077,1581768000,5584.37294199,1.0008881,1,1.0005386
1,1581771600,5431.31303795,1.0007963,0.99921204,1.0000059
0.999,1581775200,6471.61561693,1.000888,0.999,1.0001037
1.00300002,1581778800,18552.04146734,1.00610711,0.9992254,1.0000078
1.0058479,1581782400,15148.53608561,1.007,0.99932287,1.0033351
1.007,1581786000,12648.04673976,1.007,1.00100001,1.0040586
1.00174239,1581789600,8736.33006967,1.007,1.0011,1.007
1.0024867,1581793200,7606.2297504,1.00584937,1.00057483,1.0029756
1.0022274,1581796800,6468.93845624,1.00276364,1.0011,1.00227708
1.0020942,1581800400,6296.81822165,1.0026191,1.0011,1.0019048
1.0041376,1581804000,5556.54642719,1.0041376,1.0012,1.0020741
1.0017902,1581807600,5350.44342239,1.0056162,1.0014524,1.0016556
1.0029258,1581811200,6636.54968615,1.0049535,1.0011,1.0033006
1.0010753,1581814800,5526.63096084,1.00561619,1.0005,1.0021692
1.0032423,1581818400,7174.00424672,1.004889,0.999,1.0012299
1.0003156,1581822000,5332.2988142,1.0025897,0.99866526,1.0022325
1.0013343,1581825600,5525.12619878,1.00416999,0.9987,1.000073
1.0011512,1581829200,5798.77099868,1.0034587,0.99844084,0.9998299
0.99931805,1581832800,5045.112,1.0036061,0.99877213,0.9999575
1.00218,1581836400,5437.72545954,1.00416999,0.99894312,0.99894312
1.0028381,1581840000,10107.8938696,1.006,0.99958983,1.0037233
1.0034434,1581843600,5521.32442823,1.00562359,1.0006489,1.0026038
1.0037135,1581847200,8132.32363964,1.007056,1.00057485,1.0035256
1.0031573,1581850800,9428.834173,1.007,1.00158718,1.0027552
1.00300006,1581854400,7483.67784606,1.007,1.003,1.0035603
1.0019361,1581858000,6494.86293289,1.0067,1.0016,1.0035488
1.0031859,1581861600,5366.68594687,1.004,1.0017913,1.0030972
1.0005776,1581865200,7785.32590048,1.00567009,1.0001,1.002788
1.0017608,1581868800,10871.03306926,1.0068171,0.99903299,1.0007235
1.00203721,1581872400,14764.46219915,1.0092458,0.9987,1.0019223
1.0036201,1581876000,5754.94641317,1.00669859,1.001,1.0032327
1.0008,1581879600,6021.80100707,1.0055773,1.0008,1.0034933
1.0011,1581883200,5467.02399247,1.0045728,1.0007765,1.0012993
1.0044278,1581886800,6267.26006955,1.0054985,1.0005,1.0020269
1.0017449,1581890400,7280.13328159,1.0051817,1.00001,1.0042501
1.0006793,1581894000,7493.3471701,1.0042775,0.9989,1.0008
1.0028115,1581897600,5395.45352221,1.0034,0.9991887,1.0024564
1.0031222,1581901200,5451.57156938,1.00421499,0.9991887,1.00339998
1.00365,1581904800,5620.38039152,1.0047111,1.001,1.0016395
1.0034624,1581908400,5943.92668743,1.005,1.0016,1.0022879
1.0046706,1581912000,6027.9305352,1.00531,1.0015,1.0019638
1.0012672,1581915600,5813.50722479,1.0047318,1.001,1.0047318
1.0033269,1581919200,6425.14980157,1.00634011,1.001,1.0018124
1.0015,1581922800,5620.72858691,1.00499999,1.00100002,1.0019393
1.0022073,1581926400,6261.64494427,1.0058042,1.00100004,1.001397
1.0008,1581930000,6808.78964579,1.00506943,1.0003,1.0022007
1.0027531,1581933600,6346.23077685,1.00600661,1.00080002,1.0018364
1.0036001,1581937200,6838.22418828,1.00528411,1.0003,1.0023453
1.0028492,1581940800,7158.79444962,1.0049778,1.0017,1.0027515
1.0038574,1581944400,5737.4054191,1.0046429,1.0018,1.0041295
1.001585,1581948000,11693.29219147,1.0045855,1.0002217,1.0022734
1.002227,1581951600,6297.30474214,1.00410155,0.9995,1.0015273
1.00499999,1581955200,9491.1660558,1.00499999,0.998,1.0020323
1.0021739,1581958800,7708.68625373,1.0063768,1.00080002,1.0009876
1.0022331,1581962400,5384.59962543,1.00639999,1.0014485,1.0016468
1.0021603,1581966000,6139.67678739,1.00627497,1.0015,1.00589248
1.00469383,1581969600,9802.23956463,1.00728166,1.00037458,1.0025119
1.0015714,1581973200,8985.48525916,1.0073322,0.99919942,1.0034967
1.0016764,1581976800,6284.48669855,1.0052464,1,1.0031987
1.002011,1581980400,7754.75538004,1.0044227,1,1.0028536
1.0040963,1581984000,5372.47831586,1.0047429,0.99961119,1.0024036
1.0004557,1581987600,9386.86232101,1.004608,0.998,1.0029058
0.99931808,1581991200,5574.97366089,1.0028907,0.99847783,0.99911888
1.0019169,1581994800,5376.96846442,1.00369999,0.99847781,0.99954674
1.0002024,1581998400,6585.77142325,1.00331196,0.99824099,1.0009966
1.0037884,1582002000,6135.85642666,1.00470699,0.99879378,1.0003461
1.0020657,1582005600,7668.47067794,1.0051838,0.999,1.00470699
1.0038483,1582009200,6299.420429,1.0041471,1.0004009,1.0030198
1.0034332,1582012800,8531.7234141,1.00518379,1.0011662,1.0033013
1.0017692,1582016400,5995.69249278,1.0051838,1.001,1.0027707
1.0018827,1582020000,6204.95567818,1.0051838,1,1.0018925
1.0021181,1582023600,5684.36681457,1.00518379,1.00080002,1.0017554
1.00459585,1582027200,5687.17803981,1.00459585,1.0003,1.0022628
1.0042702,1582030800,7254.28598673,1.0054223,1.00042886,1.0013657
1.0030279,1582034400,5494.54031681,1.00471224,1.0002573,1.0034226
1.003072,1582038000,7233.79384184,1.0049099,0.99924734,1.0014964
1.0024003,1582041600,7173.27248529,1.00551218,1.0005,1.0021217
1.0028215,1582045200,7033.40689528,1.00569999,1.0015,1.0023895
1.0024221,1582048800,8631.01404019,1.0056607,0.99935256,1.0023944
1.0030044,1582052400,8996.71240023,1.0051828,1,1.0023049
1.0030667,1582056000,7115.18835986,1.00518379,0.99986748,1.0021423
1.0031331,1582059600,5436.50488231,1.00496485,1.00000002,1.0034924
1.0040838,1582063200,5760.71751031,1.00496486,1.001,1.0033293
1.0029113,1582066800,6477.31193176,1.00496486,1,1.0012
1.003735,1582070400,5321.42640199,1.00496485,1.0016871,1.0020739
1.0033195,1582074000,5471.35933942,1.0044954,1.0015,1.0023994
1.0023503,1582077600,5443.9433228,1.0045846,1.0012,1.0042868
1.0020575,1582081200,5330.29673786,1.00496485,1.00120002,1.0020224
1.0017643,1582084800,5250.08690249,1.00496486,1.0016344,1.0016344
1.0010953,1582088400,7212.43477706,1.0041972,0.99992723,1.0032241
1.0011877,1582092000,5720.18308187,1.00495999,0.99994371,1.0036086
1.0008579,1582095600,5365.28372136,1.00495999,0.99981927,1.0014607
1.001,1582099200,9091.0178118,1.0040821,0.99998416,1.0007759
1.0025809,1582102800,5666.8915326,1.0037176,1.0008798,1.0008798
1.0024987,1582106400,7976.81697816,1.0058994,1.00023212,1.0023225
1.0035724,1582110000,5820.44251144,1.00535789,1.0001,1.00319267
1.0049768,1582113600,5465.87992738,1.0058994,1.0012,1.0033782
1.0033068,1582117200,5650.40366262,1.0058992,1.002,1.0050259
1.0034884,1582120800,5246.02523646,1.0058992,1.003,1.0046216
1.0009537,1582124400,7334.97563704,1.0054,1.0009384,1.0052901
1.0009865,1582128000,7463.95063922,1.001,1.0009365,1.0009544
1.0005855,1582131600,21834.78631254,1.00544785,0.9961,1.0009514
1.0023078,1582135200,13817.791269,1.00256,0.99609164,0.99970483
1.0033167,1582138800,7099.5215412,1.0042304,1.0003313,1.0022128
1.0036062,1582142400,7385.01961681,1.00589999,0.99942576,1.0017472
1.0196574,1582146000,26912.9396353,1.02209999,1.0017525,1.0023582
1.01261332,1582149600,11827.76321666,1.02110796,1.0075,1.0149689
1.012977,1582153200,9221.44401242,1.01799998,1.0106651,1.0138104
1.0139649,1582156800,6653.70260789,1.018,1.0102344,1.0154689
1.01472949,1582160400,5333.54060731,1.0167565,1.01141291,1.0144224
1.0119174,1582164000,6677.56287143,1.0174281,1.0107572,1.0141405
1.0173329,1582167600,5467.43652312,1.0175435,1.01141389,1.012185
1.0148729,1582171200,5708.96039165,1.01868899,1.0133929,1.0172209
1.018594,1582174800,5786.97956378,1.01899999,1.0146214,1.0146214
1.0195912,1582178400,8400.18901388,1.0208662,1.0151508,1.0173317
1.0183306,1582182000,6448.88452204,1.0225,1.01453683,1.0192445
1.0222474,1582185600,6276.05202703,1.0245,1.0178905,1.0214698
1.01623294,1582189200,6281.17130907,1.025,1.01623294,1.022484
1.023941,1582192800,5953.76861624,1.0249,1.01991,1.0209962
1.0228314,1582196400,7790.14728015,1.02698882,1.0208783,1.0236415
1.0298839,1582200000,10766.29692235,1.03,1.02133542,1.0235989
1.0252365,1582203600,7920.95173089,1.032,1.0246898,1.029877
1.02853501,1582207200,6403.06785312,1.0325,1.026,1.0260686
1.0288043,1582210800,5596.28603119,1.0313091,1.0254,1.02853501
1.0255327,1582214400,8341.20450602,1.03288,1.02325754,1.0293294
1.02771635,1582218000,6413.5888842,1.03249939,1.0235,1.0249752
1.0264177,1582221600,5952.53981388,1.0294826,1.0234,1.0278993
1.0267576,1582225200,6002.7181577,1.0304577,1.026,1.0264284
1.027159,1582228800,5674.21994478,1.0286282,1.0246384,1.0263366
1.0266759,1582232400,5983.03489693,1.0283007,1.023,1.0278753
1.0223978,1582236000,6187.26303049,1.0273318,1.02162455,1.0242539
1.0219006,1582239600,5347.75542992,1.0245957,1.02172568,1.0223921
1.0226443,1582243200,5300.79013472,1.025791,1.02162455,1.0232142
1.0198924,1582246800,6393.56393609,1.0258977,1.0198306,1.0223111
1.0199589,1582250400,5666.99023883,1.02,1.0196827,1.0198494
1.0217746,1582254000,5503.80830851,1.0242959,1.01951617,1.0198552
1.0234188,1582257600,5558.28782017,1.0253146,1.0195,1.0226111
1.0209955,1582261200,5965.27421248,1.0258766,1.01975358,1.0230704
1.0242453,1582264800,6224.90209558,1.02711,1.0201398,1.0220274
1.0226059,1582268400,5881.96397857,1.02519515,1.02099883,1.0227679
1.0217811,1582272000,5475.29249261,1.02599999,1.0209494,1.0247965
1.0218588,1582275600,5362.52314157,1.026,1.02009881,1.0231444
1.0233578,1582279200,5827.89245713,1.026,1.01957002,1.0233869
1.02560488,1582282800,6470.87164897,1.02560488,1.0165,1.0239639
1.0234416,1582286400,5563.37174083,1.02599989,1.02075664,1.0252608
1.0252955,1582290000,5666.67316936,1.026,1.0216637,1.0221275
1.0254357,1582293600,5915.7652044,1.02749997,1.0220745,1.0250873
1.0250468,1582297200,5848.69440209,1.02749997,1.0228347,1.0257669
1.0269492,1582300800,5428.01052221,1.02749997,1.0228903,1.0244634
1.0235027,1582304400,6855.68671253,1.027856,1.02290506,1.0255724
1.0259662,1582308000,5915.178625,1.0279544,1.02291076,1.0260177
1.0285826,1582311600,7264.71700394,1.0293201,1.0236071,1.02453
1.0289223,1582315200,8112.70187171,1.03,1.0245618,1.0274949
1.0292736,1582318800,5580.70258114,1.02999,1.02443023,1.0288861
1.0299387,1582322400,6335.31210715,1.02999,1.02400958,1.0285096
1.0272038,1582326000,6026.73011386,1.03,1.0259802,1.0299478
