"c","t","v","h","l","o"
1.0405647,1578243600,8458.93929525,1.0405768,1.03754,1.0388091
1.0397919,1578247200,6343.06026425,1.04098068,1.03756,1.0385458
1.0380196,1578250800,6196.60288445,1.04098056,1.037561,1.0385159
1.037925,1578254400,6577.35629891,1.0405792,1.037561,1.0391692
1.0394353,1578258000,5747.918748,1.0404491,1.037561,1.037895
1.0382402,1578261600,5782.2083959,1.0407289,1.03756,1.0398045
1.0384617,1578265200,5590.62467628,1.03955189,1.03750001,1.0389167
1.03750001,1578268800,5594.83203683,1.0393273,1.03750001,1.0378792
1.0373124,1578272400,7962.34830228,1.03843239,1.036,1.03750001
1.0362986,1578276000,19480.54201342,1.0380281,1.035,1.0377518
1.0368738,1578279600,32320.41685076,1.0380703,1.035,1.035
1.0359604,1578283200,6382.10374189,1.0378037,1.035,1.035
1.0371661,1578286800,5609.74756919,1.04098069,1.035,1.0367451
1.0360809,1578290400,5383.31183057,1.0400413,1.0351,1.0356217
1.0351,1578294000,5828.2668656,1.0381065,1.0351,1.0364545
1.0331,1578297600,11147.53783993,1.0384476,1.033,1.035969
1.0341023,1578301200,8584.39760066,1.03870531,1.031,1.033361
1.0341959,1578304800,5883.86169271,1.03761565,1.0311,1.03250013
1.0346375,1578308400,5384.36997124,1.03687599,1.0312,1.0365292
1.0320134,1578312000,5921.47504343,1.03999876,1.0312,1.03687599
1.0337498,1578315600,6376.56432221,1.0368085,1.0311,1.0326543
1.0364424,1578319200,5403.64959496,1.0385777,1.033,1.036305
1.0336034,1578322800,5218.68703695,1.03999864,1.033,1.0353479
1.0384585,1578326400,5189.62093239,1.03917,1.0338018,1.0339898
1.0359027,1578330000,5658.0754353,1.03916999,1.0333,1.0371662
1.0360128,1578333600,5440.36972058,1.03849999,1.03330002,1.03450001
1.037333,1578337200,6043.03363024,1.0378416,1.033,1.0358054
1.0331624,1578340800,6307.48917127,1.0378161,1.033,1.036225
1.0337471,1578344400,10620.90799715,1.0376571,1.033,1.0334105
1.0357643,1578348000,10460.32588944,1.0375974,1.03050001,1.0358465
1.0334293,1578351600,16356.57249112,1.035219,1.029,1.0351626
1.0291055,1578355200,15751.06430807,1.0353948,1.0223472,1.0353948
1.0278595,1578358800,5399.86475166,1.0309105,1.0231467,1.029648
1.031674,1578362400,5775.04746335,1.03609999,1.0238411,1.0245466
1.0268852,1578366000,5259.35992755,1.03609998,1.025,1.0325301
1.0281239,1578369600,5293.50591579,1.0313284,1.026,1.0284711
1.0323985,1578373200,5380.2953372,1.0323985,1.02588494,1.0283056
1.0303832,1578376800,5149.04746669,1.0348582,1.02590002,1.0337976
1.0358999,1578380400,6200.27734004,1.03590002,1.02590002,1.0312853
1.0310231,1578384000,5391.1662889,1.0358999,1.02590004,1.0358999
1.02800001,1578387600,5702.39186841,1.0358999,1.02700005,1.0296102
1.0298206,1578391200,16502.86697714,1.035,1.02800001,1.0332789
1.0316975,1578394800,14674.58167154,1.0358999,1.02590001,1.02920001
1.0299315,1578398400,5658.28766265,1.0358999,1.02590002,1.0315987
1.0282569,1578402000,8010.17565642,1.0337183,1.026,1.0321222
1.0316738,1578405600,5553.69132372,1.034766,1.027,1.028209
1.02700001,1578409200,5775.07170883,1.03589991,1.02700001,1.031565
1.0294593,1578412800,7535.9874208,1.03447704,1.02600001,1.0331516
1.0268766,1578416400,13562.18137576,1.0302811,1.0258001,1.0274382
1.0307484,1578420000,8056.91543666,1.0364999,1.025,1.0285218
1.0271512,1578423600,17868.72268283,1.03253138,1.024,1.0288788
1.0224893,1578427200,6444.23695804,1.0269916,1.0205,1.0253973
1.0279013,1578430800,6078.77605062,1.0289194,1.02045321,1.0247459
1.0275218,1578434400,5503.9870299,1.029494,1.02426347,1.0290231
1.0264794,1578438000,5292.84744708,1.0285307,1.02264515,1.0279619
1.017687,1578441600,9904.51807221,1.0273079,1.017,1.0239038
1.0201301,1578445200,7202.02460328,1.0228567,1.017,1.0178342
1.0221288,1578448800,5169.8219033,1.0228103,1.017641,1.0228103
1.0209962,1578452400,5380.64327297,1.0233422,1.01818862,1.0218736
1.0235717,1578456000,5535.68554328,1.02542237,1.018,1.0220301
1.0208922,1578459600,5545.51858946,1.0252249,1.01800002,1.0210795
1.0190845,1578463200,5269.6191758,1.02384999,1.0184568,1.0231379
1.0194151,1578466800,5401.3101122,1.02385,1.01801,1.0187625
1.023127,1578470400,6258.5450828,1.023284,1.0189337,1.0216717
1.0262909,1578474000,6712.09265852,1.0274,1.02,1.0214944
1.0219419,1578477600,5846.80239465,1.027029,1.0211188,1.0257013
1.0252406,1578481200,5399.38518138,1.02692016,1.02050002,1.023081
1.0234497,1578484800,5579.8959769,1.0261999,1.02050002,1.0226624
1.0260192,1578488400,12964.09350315,1.02749998,1.022,1.02300002
1.0268901,1578492000,5200.00911,1.02749997,1.0229155,1.02481
1.0243984,1578495600,5907.43548682,1.02749999,1.0237041,1.0259318
1.0279223,1578499200,20851.48186392,1.0282727,1.0244779,1.0244779
1.0274198,1578502800,13247.4988242,1.0285,1.0265,1.0268394
1.0276422,1578506400,10646.56152706,1.0284058,1.0265,1.028
1.0285226,1578510000,19197.81033978,1.033979,1.0265,1.0265
1.0282163,1578513600,13302.13844531,1.03396999,1.0265,1.026811
1.0286946,1578517200,5903.87692812,1.03029102,1.0267,1.0274841
1.02919,1578520800,6382.42893007,1.0296506,1.0267,1.0273964
1.0286648,1578524400,5363.23591372,1.0296275,1.0267,1.0271376
1.0276335,1578528000,6731.06683461,1.0293165,1.0267,1.0287765
1.0279041,1578531600,5427.58828577,1.0292645,1.0267,1.0286929
1.0291977,1578535200,5310.51926147,1.0292886,1.0267,1.0277846
1.0277048,1578538800,5650.28869096,1.0299132,1.0267,1.0283626
1.0279999,1578542400,5274.96908897,1.03029101,1.0267,1.0273574
1.0293866,1578546000,5442.9759101,1.03029101,1.0271471,1.0284213
1.0278254,1578549600,5397.23585684,1.03029101,1.02680002,1.0296266
1.03153278,1578553200,5305.17169818,1.0315328,1.02684112,1.0294155
1.0299683,1578556800,2694.88392905,1.03153279,1.02672,1.03153279
1.0306169,1578560400,5542.23863484,1.03153238,1.0278412,1.031224
1.0308263,1578564000,6153.38393509,1.03153237,1.029257,1.0295233
1.0323335,1578567600,6657.88039246,1.0327543,1.0301174,1.0306251
1.03,1578571200,5526.61502083,1.03299999,1.03,1.0325902
1.032575,1578574800,5670.86138076,1.03299999,1.0283712,1.0309421
1.0331977,1578578400,6603.47545987,1.03398,1.0316,1.0325141
1.0339844,1578582000,6735.23919111,1.0339911,1.03160001,1.0330736
1.0393685,1578585600,8802.41962551,1.04499989,1.0326939,1.03398
1.0435277,1578589200,6116.56500894,1.04499997,1.036545,1.04031411
1.0365774,1578592800,6948.10500419,1.0459,1.0364391,1.0405826
1.0354916,1578596400,7817.66873324,1.0403101,1.0343999,1.0374528
1.0429294,1578600000,11815.70142971,1.04598585,1.03340001,1.03590002
1.0422749,1578603600,6016.70863531,1.0446,1.03340001,1.04459999
1.04447536,1578607200,5717.1519065,1.04447536,1.0394604,1.044
1.0441648,1578610800,5555.54605771,1.04598585,1.04045002,1.0442427
1.0423613,1578614400,5406.69310945,1.04598799,1.04001995,1.043597
1.0434492,1578618000,5422.58626755,1.04569999,1.0399468,1.0430807
1.0436399,1578621600,5250.38375909,1.0457,1.0402064,1.0433676
1.04569998,1578625200,5328.71273922,1.04569998,1.0406784,1.0424674
1.0435792,1578628800,5499.93025154,1.0457,1.0405204,1.0429369
1.0454267,1578632400,5078.49671852,1.0457,1.0427971,1.0449447
1.0450861,1578636000,5189.77486255,1.04598884,1.04190001,1.0442471
1.0408262,1578639600,11287.15626441,1.04598884,1.0408133,1.0429102
1.0413887,1578643200,7589.43375216,1.04499999,1.04040001,1.0408482
1.0418197,1578646800,5262.16472739,1.04499999,1.0407267,1.0427264
1.0445554,1578650400,6101.80389441,1.045,1.040867,1.0421577
1.0432555,1578654000,5906.25640319,1.04499999,1.03830001,1.0436384
1.0418931,1578657600,5788.08859825,1.04499999,1.03890263,1.0422611
1.0412672,1578661200,5259.82981096,1.04499995,1.0388282,1.0391888
1.0438878,1578664800,6326.87512482,1.0449997,1.0385071,1.0404638
1.03974984,1578668400,7176.62249879,1.0449997,1.03800002,1.044519
1.0401029,1578672000,6655.61903974,1.0437935,1.037,1.0399236
1.0415676,1578675600,5473.9845085,1.04446124,1.03800001,1.039725
1.04389999,1578679200,6321.56435369,1.04389999,1.0370001,1.04093852
1.042229,1578682800,5531.29077307,1.04389999,1.0387245,1.04389999
1.042247,1578686400,5473.89224656,1.0431612,1.0370001,1.0408296
1.0421907,1578690000,5380.16566861,1.04389991,1.0376129,1.0422819
1.0405926,1578693600,5442.13046907,1.04299996,1.03700204,1.0419476
1.0393777,1578697200,6051.54004552,1.04299997,1.03700202,1.0401019
1.0395206,1578700800,5263.40908517,1.04299998,1.0378246,1.0379327
1.0383477,1578704400,7286.79326016,1.0415653,1.03700202,1.0394368
1.0370359,1578708000,6568.67995415,1.0425873,1.036,1.0392038
1.0401086,1578711600,5534.9971007,1.0422602,1.036,1.0370732
1.0394777,1578715200,5389.65,1.0414201,1.0366532,1.0389191
1.0378881,1578718800,5299.0192715,1.0411532,1.0365232,1.0383297
1.0387119,1578722400,5249.37528574,1.04024601,1.0360001,1.0380239
1.0373352,1578726000,6253.37657352,1.040289,1.03590001,1.0381811
1.039096,1578729600,5351.48090726,1.0415135,1.03501001,1.0397257
1.0367894,1578733200,5605.26364932,1.0410139,1.03380002,1.0381856
1.0383178,1578736800,5716.1230066,1.04,1.03400002,1.034234
1.0351354,1578740400,5476.80701934,1.041,1.034,1.0388476
1.0381763,1578744000,5393.21856801,1.039164,1.03340001,1.0368459
1.037848,1578747600,6444.52051746,1.0383653,1.0334,1.0348883
1.0387178,1578751200,5828.91937645,1.04099999,1.0340619,1.0367593
1.037059,1578754800,5553.81238827,1.04026018,1.03450002,1.0373403
1.0361883,1578758400,7733.2575243,1.04099998,1.035,1.0372492
1.0380347,1578762000,5861.86479024,1.04099997,1.03500003,1.0371164
1.0368755,1578765600,5293.25022,1.0401574,1.0356206,1.0389318
1.035901,1578769200,5719.730438,1.0405,1.035901,1.0391474
1.0378796,1578772800,5299.05415574,1.04059996,1.03500005,1.0364068
1.0395012,1578776400,5700.6085561,1.0407001,1.03500003,1.03591537
1.0363127,1578780000,6277.53583988,1.04099997,1.0354753,1.0367537
1.0387355,1578783600,7674.86459622,1.04099996,1.035832,1.035832
1.0384657,1578787200,6755.71872506,1.04099998,1.035916,1.0398194
1.039458,1578790800,5442.14615891,1.04099997,1.0383577,1.0402459
1.0394079,1578794400,5330.5348265,1.04099996,1.0359114,1.0403898
1.0371423,1578798000,5620.10924654,1.04099997,1.0367726,1.0389339
1.0400604,1578801600,5226.69565124,1.0406746,1.0363174,1.0378031
1.0403534,1578805200,5351.04971249,1.04099997,1.03812599,1.0388455
1.037179,1578808800,5421.56384657,1.04099997,1.03500006,1.0394668
1.038717,1578812400,5627.96099289,1.03999997,1.035702,1.0398895
1.0371963,1578816000,5388.53923149,1.042,1.0364669,1.0378266
1.0401961,1578819600,5586.23461698,1.04236965,1.0356931,1.0374111
1.0394327,1578823200,5427.78155831,1.04262534,1.03500008,1.0412522
1.0406665,1578826800,5249.86170535,1.04279998,1.03500007,1.0382177
1.038453,1578830400,4870.7318464,1.04299997,1.03660001,1.04004291
1.0404584,1578834000,5355.38047444,1.0406304,1.0366,1.0379348
1.0404188,1578837600,5384.34107253,1.04199999,1.03700002,1.0410001
1.0417241,1578841200,5337.877759,1.0417241,1.0374541,1.0410247
1.0401259,1578844800,5447.32703064,1.04299999,1.0379678,1.041
1.045,1578848400,9021.23477045,1.0450551,1.03750004,1.0419276
1.0418518,1578852000,7338.15514415,1.04508181,1.0411787,1.045
1.0416362,1578855600,5449.689,1.0429669,1.0414314,1.0418788
1.0417144,1578859200,5289.912,1.0429539,1.0413137,1.042718
1.0429272,1578862800,5332.95649163,1.04317439,1.04110002,1.0418419
1.0402396,1578866400,5345.35227222,1.04293,1.03900002,1.0419539
1.0378063,1578870000,6031.55369206,1.0427096,1.037,1.0417197
1.0410745,1578873600,5570.03257784,1.0425818,1.037,1.037
1.0411641,1578877200,5311.737,1.0427204,1.0398783,1.0426228
1.0407007,1578880800,5251.08562128,1.04317438,1.03800002,1.0399594
1.0407114,1578884400,5387.4,1.042736,1.0389271,1.0424187
1.0420553,1578888000,5209.029,1.0428105,1.0400057,1.0413973
1.0422592,1578891600,5149.64500405,1.04317438,1.0399621,1.04317438
1.0404373,1578895200,5281.71341,1.04317436,1.0394906,1.0429431
1.0401144,1578898800,5193.38593624,1.04317435,1.039,1.0410949
1.0377757,1578902400,5507.86029021,1.0417337,1.037,1.04058
1.0377106,1578906000,6039.54825443,1.04,1.037,1.0396
1.0378176,1578909600,5656.44263607,1.04,1.0373322,1.0378461
1.0388419,1578913200,5437.14758142,1.04,1.0377109,1.0393272
1.0393801,1578916800,6030.38959931,1.04,1.037,1.0384034
1.0383085,1578920400,6281.95154359,1.04300004,1.0373423,1.0390775
1.0398882,1578924000,5447.38328401,1.04317439,1.037,1.0384318
1.0410951,1578927600,5289.579,1.0426019,1.0378733,1.0399775
1.0379978,1578931200,5292.83162714,1.04317439,1.0379978,1.0426574
1.0401962,1578934800,5581.87115725,1.04403435,1.03689,1.0384626
1.0427344,1578938400,5502.88168004,1.04403434,1.03680004,1.0395436
1.040436,1578942000,5353.37662682,1.04366788,1.0385273,1.042639
1.0408031,1578945600,5609.00557308,1.04299999,1.0368,1.0417309
1.0405198,1578949200,5686.57761526,1.04299999,1.0370661,1.0407637
1.0418262,1578952800,5140.94342099,1.04299987,1.0386663,1.0400761
1.0384099,1578956400,5325.54977546,1.04299988,1.0381228,1.0413318
1.0379487,1578960000,5726.49185837,1.04299988,1.0352,1.0384472
1.0347122,1578963600,6860.01894524,1.0427,1.03170001,1.036322
1.033385,1578967200,5226.92433,1.0396274,1.033385,1.036544
1.0325316,1578970800,5300.01258995,1.0385541,1.03100611,1.0361695
1.0346931,1578974400,5994.32973498,1.04299987,1.03020003,1.033062
1.0317911,1578978000,5201.66305362,1.03683564,1.03020004,1.0314314
1.0352085,1578981600,4525.27811,1.0367535,1.0306597,1.0319296
1.0362379,1578985200,5803.70445239,1.04299988,1.0326974,1.0359294
1.037485,1578988800,5964.50153058,1.0394317,1.0300215,1.0352114
1.0346488,1578992400,7868.25451511,1.0397983,1.02930002,1.03009989
1.0345664,1578996000,6353.57613877,1.03539202,1.0292,1.0325601
1.0305623,1578999600,6753.28866032,1.03539202,1.0287,1.0346403
1.030313,1579003200,6470.5578676,1.03529999,1.02700001,1.0287
1.0309393,1579006800,7504.5382673,1.0353,1.02800001,1.03375
1.0269771,1579010400,13315.97805492,1.03539202,1.0265,1.02800001
1.0291699,1579014000,8505.82487283,1.03539203,1.0265001,1.0278234
1.02660016,1579017600,14256.86944059,1.046,1.0266,1.02660002
1.02901,1579021200,32828.7766283,1.0462872,1.02660023,1.02660023
1.029,1579024800,21340.86116944,1.03478311,1.029,1.0324203
1.0301491,1579028400,9524.4473716,1.0336305,1.029,1.029
1.0360349,1579032000,7163.52039793,1.039,1.029,1.0305686
1.0277295,1579035600,12563.76696983,1.039,1.0266,1.0324038
1.0310389,1579039200,6197.80029695,1.03616939,1.0266,1.0275118
1.028045,1579042800,14608.73339,1.0343122,1.0265,1.0305926
1.0216801,1579046400,13422.35561167,1.0362,1.02,1.0300523
1.0210581,1579050000,14535.42235743,1.0385,1.019,1.0213847
1.0210512,1579053600,6681.79750912,1.0254279,1.0191,1.0198
1.0242988,1579057200,9324.55251273,1.0261704,1.0201,1.0211712
1.01980008,1579060800,5810.44644095,1.0268949,1.01900002,1.0201891
1.0208122,1579064400,8887.95860138,1.0287,1.01801,1.01990007
1.0214,1579068000,9033.99984836,1.03499999,1.0199912,1.0258071
1.0211811,1579071600,7040.61063524,1.0272488,1.02059994,1.0234795
1.0268727,1579075200,6886.17397209,1.0268727,1.020501,1.0212399
1.0186,1579078800,34273.85579664,1.0269426,1.01801,1.0265382
1.0259953,1579082400,9428.38243972,1.03499999,1.0186,1.0196933
1.024779,1579086000,9714.18551373,1.0309683,1.0211,1.026181
1.0223482,1579089600,10196.6268446,1.028,1.016,1.0247058
1.0210668,1579093200,6799.09929199,1.0255,1.02,1.02383419
1.0265799,1579096800,12748.22698785,1.03189999,1.0218102,1.0238908
1.026407,1579100400,13470.22287159,1.02999985,1.02410001,1.025
1.0278522,1579104000,6659.20191503,1.03020597,1.02189776,1.02507156
1.02462609,1579107600,6443.85458336,1.03020585,1.02412605,1.02442604
1.0279035,1579111200,6486.42683223,1.028494,1.02251,1.0236499
1.0267283,1579114800,5658.04440299,1.0278812,1.02429072,1.0278812
1.0269252,1579118400,9900.5508291,1.0294812,1.02313,1.0263732
1.0227991,1579122000,12549.05904528,1.0289482,1.0225,1.025
1.0259729,1579125600,9380.7535598,1.03020586,1.0225,1.0227662
1.0225,1579129200,7178.72930359,1.02597278,1.0225,1.0229
1.0225,1579132800,8857.21469066,1.03099999,1.0225,1.0225
1.0292498,1579136400,6126.56713025,1.0299903,1.0225,1.0225
1.0296407,1579140000,5457.37613793,1.0302242,1.0225,1.029462
1.0267971,1579143600,5873.27907152,1.0289819,1.0225,1.0248759
1.0271331,1579147200,5367.57451253,1.0301423,1.0225,1.0280211
1.0264485,1579150800,5781.83595093,1.02949,1.0225,1.0261185
1.023327,1579154400,5141.62741344,1.0316998,1.0231803,1.0241974
1.02739636,1579158000,9178.45795725,1.0316995,1.022567,1.0239272
1.0267085,1579161600,7130.11753434,1.03169799,1.0225,1.02739636
1.0244016,1579165200,6661.89123616,1.0315999,1.02316365,1.0266471
1.0240128,1579168800,6679.50379033,1.0284026,1.0225,1.023524
1.02199776,1579172400,6775.10613738,1.02597018,1.02199776,1.0234421
1.025,1579176000,5647.50474513,1.02597017,1.02049989,1.0248886
1.0235509,1579179600,5469.01320148,1.02597018,1.0210735,1.0212434
1.0269026,1579183200,5536.72563432,1.02792955,1.0205,1.0253056
1.0263583,1579186800,5669.62420425,1.02792943,1.025,1.025
1.0245344,1579190400,6636.89807978,1.031,1.022,1.025
1.0248899,1579194000,6963.7763387,1.031,1.02200011,1.0264632
1.0307777,1579197600,5215.95160891,1.030865,1.023713,1.0248548
1.0286663,1579201200,5791.05922032,1.03099998,1.02460022,1.0304594
1.025,1579204800,6979.94830232,1.03099998,1.025,1.0269644
1.0264962,1579208400,5692.29704505,1.03042998,1.02360002,1.0274602
1.0242107,1579212000,5424.82076257,1.0288389,1.0221889,1.0246888
1.0262802,1579215600,5282.95786919,1.0283146,1.0222259,1.0250371
1.0273286,1579219200,5249.295,1.02826,1.0239736,1.026232
1.0265784,1579222800,5429.55781011,1.02883167,1.0241134,1.0262385
1.0289646,1579226400,5309.86967083,1.029358,1.0238503,1.0258443
1.0237462,1579230000,6828.07325115,1.03042942,1.0205,1.0259293
1.0239553,1579233600,5208.66918217,1.0267828,1.0205,1.0236087
1.0222343,1579237200,7559.83366047,1.02467065,1.019,1.0222338
1.0197331,1579240800,5674.86173235,1.02366063,1.01650001,1.0200253
1.0193614,1579244400,6594.98827696,1.02383421,1.0167,1.021923
1.0237233,1579248000,6617.46399051,1.02372345,1.0165,1.02
1.02467027,1579251600,13199.56262314,1.02467028,1.017,1.0202778
1.0222189,1579255200,16075.40130323,1.03499599,1.01772687,1.02467037
1.0222939,1579258800,5480.51774918,1.0262486,1.0211,1.0227605
1.0247156,1579262400,6376.96759446,1.02917107,1.0219579,1.023199
1.0265252,1579266000,5107.752,1.0273546,1.0228107,1.0241608
1.0264822,1579269600,6595.4799406,1.02822953,1.0211061,1.0259418
1.0222212,1579273200,4779.75110002,1.02764574,1.02155,1.0253246
1.0241404,1579276800,6148.81369586,1.02764999,1.02150002,1.0253638
1.021,1579280400,5874.65248399,1.0261824,1.021,1.0243169
1.0198632,1579284000,8988.11742312,1.0257327,1.0195527,1.0221703
1.0203264,1579287600,10937.43973628,1.0285,1.0185,1.0199818
1.0206581,1579291200,5760.82870367,1.0259886,1.0189,1.0196418
1.0220089,1579294800,6046.70288117,1.0251797,1.01997,1.0216719
1.0227902,1579298400,7147.49478782,1.0267135,1.0189,1.0229046
1.0207707,1579302000,5256.08128562,1.0241403,1.01915079,1.0222111
1.01890002,1579305600,5580.59044081,1.0245753,1.0189,1.0220292
1.01890004,1579309200,5376.79223203,1.02402804,1.01890002,1.01890002
1.0203636,1579312800,5269.00934679,1.02402803,1.01890002,1.023258
1.0196215,1579316400,5287.0348518,1.02402772,1.0194326,1.0223713
1.0222941,1579320000,5526.85411589,1.02402814,1.0195593,1.0212713
1.0219853,1579323600,3854.87701484,1.02616441,1.01890006,1.0207473
1.0235168,1579327200,5538.0355711,1.0265,1.0189053,1.0217076
1.0243544,1579330800,5641.03480495,1.02649999,1.0214559,1.0238648
1.0238785,1579334400,5405.98716606,1.0265,1.02339,1.0245004
1.0236122,1579338000,5699.02934933,1.0265,1.02100013,1.0250174
1.0259697,1579341600,5393.02457249,1.02649999,1.0218978,1.0234961
1.02650009,1579345200,5639.05933792,1.027476,1.0224676,1.0229606
1.0241083,1579348800,5854.56831691,1.02777,1.02294155,1.02777
1.0229259,1579352400,5603.25876718,1.02776999,1.02100013,1.0244877
1.0238185,1579356000,5793.47444178,1.0258311,1.02020002,1.02100011
1.0218769,1579359600,5547.51242789,1.02578965,1.02020014,1.0253234
1.0221655,1579363200,6575.05476466,1.02899107,1.0203,1.02578965
1.0261873,1579366800,7296.08732666,1.02792955,1.0212793,1.0232644
1.0251561,1579370400,6168.72864453,1.02778774,1.02064143,1.023631
1.02168507,1579374000,5373.11521788,1.02599999,1.0212293,1.0239056
1.0224608,1579377600,5267.8204184,1.0252033,1.020592,1.02168505
1.0215192,1579381200,5293.17971113,1.0251677,1.0210907,1.0232268
1.0229959,1579384800,5187.62499709,1.0258852,1.0213486,1.0235674
1.0248672,1579388400,5301.87712557,1.02699999,1.021336,1.0243292
1.0239012,1579392000,5337.36599913,1.027,1.0216483,1.0233916
1.0223628,1579395600,5436.62194618,1.0252887,1.02020014,1.0248875
1.0233922,1579399200,5296.3351,1.0262513,1.02020012,1.0218774
1.0263061,1579402800,6071.86838203,1.02649875,1.02000001,1.0216233
1.0253284,1579406400,5374.83402484,1.0265648,1.02,1.0258448
1.0215485,1579410000,5382.63,1.0254056,1.0199202,1.0238995
1.0214929,1579413600,5179.30941736,1.02635817,1.02,1.023397
1.0222518,1579417200,5460.62836651,1.0260158,1.02,1.02058801
1.0217633,1579420800,5352.56893075,1.026089,1.02,1.0252369
1.0261083,1579424400,5570.16410846,1.02697998,1.0210282,1.0210745
1.0256999,1579428000,5260.35369396,1.0266427,1.02200002,1.0265025
1.0309635,1579431600,25125.70358171,1.03799999,1.0232793,1.0232793
1.027536,1579435200,5818.03523929,1.03609999,1.0265772,1.0284536
1.027175,1579438800,5573.66189402,1.0338002,1.02588841,1.0321111
1.0317022,1579442400,5304.89206859,1.0330049,1.02590688,1.0320571
1.0281058,1579446000,6033.36729337,1.03255206,1.027124,1.0281808
1.029839,1579449600,5297.62163884,1.03254997,1.0281015,1.0319599
1.0297344,1579453200,5279.88221516,1.03254999,1.0280727,1.0311715
1.0363014,1579456800,18617.44222456,1.044,1.0283758,1.0315658
1.031486,1579460400,6175.77827372,1.0382493,1.02667189,1.03410843
1.028399,1579464000,6125.93011658,1.03466807,1.0283065,1.0290692
1.03466615,1579467600,5432.56482213,1.03466807,1.0270113,1.0284784
1.0347379,1579471200,5039.02286532,1.0367939,1.02710412,1.03466615
1.0299056,1579474800,5624.20454568,1.036567,1.02910668,1.0348124
1.0318855,1579478400,5223.57256044,1.0371,1.0299366,1.0326276
1.0320657,1579482000,5179.357,1.0363535,1.02998848,1.0321713
1.0332085,1579485600,5302.008,1.0366783,1.0308231,1.0321258
1.0336208,1579489200,5420.65993382,1.03732524,1.0297442,1.0333917
1.0334408,1579492800,5248.65626455,1.03616943,1.0299961,1.03616943
1.0325153,1579496400,5262.345,1.0354435,1.0297047,1.0309921
1.0309631,1579500000,5248.405,1.0343942,1.0291,1.0311094
1.0334273,1579503600,5606.644,1.0340175,1.02910004,1.0340175
1.0294495,1579507200,5740.91839134,1.0334462,1.02667188,1.0299798
1.0295362,1579510800,5241.63968285,1.03299873,1.0265027,1.0281564
1.02610003,1579514400,3650.88393699,1.03332508,1.0261,1.0289926
1.0287632,1579518000,4672.88886687,1.03324804,1.026,1.02610003
1.0276921,1579521600,5417.91295799,1.0324215,1.0261574,1.0268535
1.0296328,1579525200,6338.67788403,1.03132888,1.02511,1.0278601
1.0239224,1579528800,8552.47960989,1.0312647,1.0239106,1.0280305
1.025203,1579532400,7015.14299078,1.02964849,1.02311001,1.02397937
1.02490002,1579536000,5666.98108324,1.0291469,1.024,1.0280883
1.02889929,1579539600,5337.25366844,1.0290209,1.02490002,1.02490002
1.0256219,1579543200,6460.14210064,1.0279513,1.024,1.0274878
1.0271086,1579546800,5596.01318268,1.03049218,1.02400001,1.0253023
1.0271208,1579550400,5333.2482878,1.02885908,1.0255216,1.0259795
1.024,1579554000,5801.20448117,1.02796495,1.024,1.027362
1.0245645,1579557600,6504.83537591,1.02759485,1.024,1.024
1.0287171,1579561200,5543.64176179,1.0296076,1.0244796,1.0265163
1.0243172,1579564800,5307.80032576,1.0283272,1.0241827,1.0283272
1.0246899,1579568400,5335.965,1.024819,1.0241954,1.024261
1.0264107,1579572000,5246.48650053,1.02979823,1.02410216,1.0244336
1.0272622,1579575600,5460.291,1.0289769,1.0246941,1.0264022
1.028621,1579579200,5182.137,1.0292492,1.0246536,1.027423
1.0284985,1579582800,5207.895,1.0293041,1.0253908,1.0285636
1.0277114,1579586400,5196.04530792,1.0292805,1.02490002,1.0282076
1.0256586,1579590000,5345.39662167,1.02999998,1.0243155,1.0265787
1.0269395,1579593600,5480.99973955,1.0294005,1.0249001,1.0257925
1.0279186,1579597200,5392.90086947,1.0292151,1.0249001,1.0263787
1.0277922,1579600800,6259.84257935,1.03077518,1.0255,1.0269883
1.0292424,1579604400,5149.08817935,1.0299909,1.0260904,1.0280437
1.0288196,1579608000,5651.15718037,1.0296181,1.0256705,1.0288817
1.0284416,1579611600,6422.40952051,1.02941168,1.0255,1.0290203
1.02979935,1579615200,5504.80925165,1.02979936,1.02560002,1.0263246
1.028978,1579618800,5296.22429393,1.02979937,1.02560002,1.0264661
1.0280168,1579622400,5587.48463253,1.0307753,1.0264829,1.02858
1.0284946,1579626000,5539.87829381,1.03132889,1.0264969,1.03077528
1.0289152,1579629600,8008.83554649,1.0344999,1.0277775,1.0303
1.0331562,1579633200,5293.02031803,1.0344999,1.02930297,1.029887
1.0282233,1579636800,5378.45407309,1.0332913,1.02616641,1.0301728
1.0304387,1579640400,5882.84768978,1.0304387,1.02600002,1.0285268
1.0293666,1579644000,5228.667,1.0303497,1.0265812,1.0293515
1.0298851,1579647600,5711.0950465,1.03249835,1.02600003,1.02979948
1.0293389,1579651200,5161.48930252,1.0300915,1.02600003,1.028767
1.027859,1579654800,5165.388,1.0297729,1.0264075,1.0270756
1.0268595,1579658400,5313.879,1.0296571,1.0264324,1.0277175
1.0280388,1579662000,5205.519,1.0297466,1.0265014,1.0272939
1.028076,1579665600,5555.78230212,1.03019264,1.02600005,1.0287327
1.02600092,1579669200,5267.3587124,1.0297171,1.02600092,1.0269919
1.02571756,1579672800,12951.6469212,1.03019265,1.02571756,1.0268606
1.0267859,1579676400,12304.47283541,1.02772229,1.0255,1.02772229
1.0291436,1579680000,5817.96013612,1.0301907,1.02550001,1.0262123
1.027,1579683600,5138.2576,1.0297367,1.0260823,1.0279319
